,datetime,year,month,day_of_week,buy_hour,place,total_items,total,angbutter,plain_bread,jam,americano,croissant,caffe_latte,tiramisu_croissant,cacao_deep,pain_au_chocolat,almond_croissant,croque_monsieur,mad_garlic,milk_tea,getau_chocolat,pandoro,cheese_cake
0,2019-07-11 15:35:00,2019,July,Thur,16:00:00,Other,5,23800.0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1,2019-07-11 16:10:00,2019,July,Thur,16:00:00,Other,2,15800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2019-07-12 11:49:00,2019,July,Fri,12:00:00,Other,11,53980.000000000015,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3,2019-07-13 13:19:00,2019,July,Sat,13:00:00,Other,2,14800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2019-07-13 13:22:00,2019,July,Sat,13:00:00,Other,3,15600.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,2019-07-13 14:54:00,2019,July,Sat,15:00:00,Other,2,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,2019-07-13 15:08:00,2019,July,Sat,15:00:00,Other,1,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2019-07-13 15:09:00,2019,July,Sat,15:00:00,Other,3,14000.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8,2019-07-13 15:23:00,2019,July,Sat,15:00:00,Other,4,19100.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,2019-07-13 16:32:00,2019,July,Sat,17:00:00,Other,4,22300.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10,2019-07-14 11:08:00,2019,July,Sun,11:00:00,Other,2,15300.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,2019-07-14 11:15:00,2019,July,Sun,11:00:00,Other,6,27600.0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
12,2019-07-14 11:44:00,2019,July,Sun,12:00:00,Other,5,26300.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
13,2019-07-14 11:59:00,2019,July,Sun,12:00:00,Other,2,19800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,2019-07-14 12:59:00,2019,July,Sun,13:00:00,Other,2,18300.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2019-07-14 13:05:00,2019,July,Sun,13:00:00,Other,3,15600.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,2019-07-14 14:06:00,2019,July,Sun,14:00:00,Other,4,23600.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,2019-07-14 14:41:00,2019,July,Sun,15:00:00,Other,3,20100.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,2019-07-14 14:51:00,2019,July,Sun,15:00:00,Other,4,25600.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19,2019-07-14 15:02:00,2019,July,Sun,15:00:00,Other,2,19800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,2019-07-15 11:45:00,2019,July,Mon,12:00:00,Other,3,15100.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,2019-07-15 16:21:00,2019,July,Mon,16:00:00,Other,2,15800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,2019-07-17 11:47:00,2019,July,Wed,12:00:00,Other,3,17800.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,2019-07-17 13:23:00,2019,July,Wed,13:00:00,Other,5,14800.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,2019-07-17 14:16:00,2019,July,Wed,14:00:00,Other,4,23400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,2019-07-17 16:32:00,2019,July,Wed,17:00:00,Other,2,18100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2019-07-19 11:43:00,2019,July,Fri,12:00:00,Other,4,14800.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
27,2019-07-19 12:11:00,2019,July,Fri,12:00:00,Other,1,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2019-07-19 12:36:00,2019,July,Fri,13:00:00,Other,5,21800.0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
29,2019-07-19 12:44:00,2019,July,Fri,13:00:00,Other,3,20600.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,2019-07-19 13:35:00,2019,July,Fri,14:00:00,Other,3,14800.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,2019-07-19 13:50:00,2019,July,Fri,14:00:00,Other,3,15100.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,2019-07-19 14:12:00,2019,July,Fri,14:00:00,Other,11,53980.000000000015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
33,2019-07-19 15:33:00,2019,July,Fri,16:00:00,Other,8,35900.0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
34,2019-07-20 11:19:00,2019,July,Sat,11:00:00,Other,2,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,2019-07-20 11:35:00,2019,July,Sat,12:00:00,Other,4,18800.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
36,2019-07-20 11:40:00,2019,July,Sat,12:00:00,Other,5,22800.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
37,2019-07-20 11:44:00,2019,July,Sat,12:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2019-07-20 12:08:00,2019,July,Sat,12:00:00,Other,2,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,2019-07-20 12:13:00,2019,July,Sat,12:00:00,Other,3,26300.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
40,2019-07-20 12:31:00,2019,July,Sat,13:00:00,Other,3,14800.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
41,2019-07-20 12:55:00,2019,July,Sat,13:00:00,Other,2,15800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,2019-07-20 13:19:00,2019,July,Sat,13:00:00,Other,5,20500.0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0
43,2019-07-20 13:44:00,2019,July,Sat,14:00:00,Other,4,18600.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
44,2019-07-20 13:56:00,2019,July,Sat,14:00:00,Other,4,17800.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
45,2019-07-21 11:07:00,2019,July,Sun,11:00:00,Other,3,18600.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,2019-07-21 11:42:00,2019,July,Sun,12:00:00,Other,4,17300.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
47,2019-07-21 12:12:00,2019,July,Sun,12:00:00,Other,2,17800.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,2019-07-21 12:25:00,2019,July,Sun,12:00:00,Other,3,14800.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
49,2019-07-21 12:29:00,2019,July,Sun,12:00:00,Other,2,16100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2019-07-21 12:47:00,2019,July,Sun,13:00:00,Other,4,21000.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
51,2019-07-21 13:37:00,2019,July,Sun,14:00:00,Other,4,19300.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52,2019-07-21 13:45:00,2019,July,Sun,14:00:00,Other,5,22300.0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
53,2019-07-21 14:05:00,2019,July,Sun,14:00:00,Other,3,18300.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,2019-07-21 14:53:00,2019,July,Sun,15:00:00,Other,4,15300.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,2019-07-21 15:21:00,2019,July,Sun,15:00:00,Other,3,15100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56,2019-07-22 11:38:00,2019,July,Mon,12:00:00,Other,3,15600.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,2019-07-22 12:16:00,2019,July,Mon,12:00:00,Other,3,19300.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,2019-07-22 12:24:00,2019,July,Mon,12:00:00,Other,3,18300.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
59,2019-07-22 12:41:00,2019,July,Mon,13:00:00,Other,4,18300.0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
60,2019-07-22 13:28:00,2019,July,Mon,13:00:00,Other,4,16600.0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
61,2019-07-22 13:44:00,2019,July,Mon,14:00:00,Other,3,14800.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
62,2019-07-22 14:47:00,2019,July,Mon,15:00:00,Other,5,26000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2019-07-22 15:37:00,2019,July,Mon,16:00:00,Other,4,19600.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
64,2019-07-22 16:54:00,2019,July,Mon,17:00:00,Other,3,18600.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
65,2019-07-24 11:29:00,2019,July,Wed,11:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2019-07-24 11:56:00,2019,July,Wed,12:00:00,Other,5,27100.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,2019-07-24 13:24:00,2019,July,Wed,13:00:00,Other,4,18800.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,2019-07-24 14:25:00,2019,July,Wed,14:00:00,Other,5,25400.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,2019-07-24 14:28:00,2019,July,Wed,14:00:00,Other,5,26300.0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70,2019-07-24 15:36:00,2019,July,Wed,16:00:00,Other,3,16100.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,2019-07-24 15:40:00,2019,July,Wed,16:00:00,Other,3,16100.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,2019-07-24 16:02:00,2019,July,Wed,16:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2019-07-24 17:20:00,2019,July,Wed,17:00:00,Other,2,15000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
74,2019-07-25 11:49:00,2019,July,Thur,12:00:00,Other,4,18600.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
75,2019-07-25 11:57:00,2019,July,Thur,12:00:00,Other,5,26800.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
76,2019-07-25 12:01:00,2019,July,Thur,12:00:00,Other,4,35000.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
77,2019-07-25 12:35:00,2019,July,Thur,13:00:00,Other,7,38000.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
78,2019-07-25 13:01:00,2019,July,Thur,13:00:00,Other,4,23100.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
79,2019-07-25 13:05:00,2019,July,Thur,13:00:00,Other,3,17300.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
80,2019-07-25 13:40:00,2019,July,Thur,14:00:00,Other,4,19600.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81,2019-07-25 13:42:00,2019,July,Thur,14:00:00,Other,3,15300.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
82,2019-07-25 14:12:00,2019,July,Thur,14:00:00,Other,3,16100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,2019-07-25 15:09:00,2019,July,Thur,15:00:00,Other,3,14300.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84,2019-07-25 15:57:00,2019,July,Thur,16:00:00,Other,3,15100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,2019-07-25 16:03:00,2019,July,Thur,16:00:00,Other,2,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,2019-07-26 11:26:00,2019,July,Fri,11:00:00,Other,5,25300.0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
87,2019-07-26 11:23:00,2019,July,Fri,11:00:00,Other,11,53980.000000000015,4,3,0,0,3,0,1,0,2,0,0,0,0,0,1,0
88,2019-07-26 11:31:00,2019,July,Fri,12:00:00,Other,3,22800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
89,2019-07-26 11:36:00,2019,July,Fri,12:00:00,Other,11,53980.000000000015,6,3,0,0,3,0,0,0,2,2,0,0,0,0,2,0
90,2019-07-26 11:37:00,2019,July,Fri,12:00:00,Other,3,15000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
91,2019-07-26 11:55:00,2019,July,Fri,12:00:00,Other,3,20800.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
92,2019-07-26 13:19:00,2019,July,Fri,13:00:00,Other,4,25900.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,2019-07-26 13:24:00,2019,July,Fri,13:00:00,Other,4,28100.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
94,2019-07-26 14:05:00,2019,July,Fri,14:00:00,Other,2,15800.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,2019-07-26 14:24:00,2019,July,Fri,14:00:00,Other,5,35000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2019-07-26 14:52:00,2019,July,Fri,15:00:00,Other,3,22100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
97,2019-07-26 14:56:00,2019,July,Fri,15:00:00,Other,3,16100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,2019-07-27 11:29:00,2019,July,Sat,11:00:00,Other,4,18800.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
99,2019-07-27 11:57:00,2019,July,Sat,12:00:00,Other,5,21800.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
100,2019-07-27 12:00:00,2019,July,Sat,12:00:00,Other,3,18600.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,2019-07-27 12:07:00,2019,July,Sat,12:00:00,Other,8,33200.0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0
102,2019-07-27 12:20:00,2019,July,Sat,12:00:00,Other,3,22800.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
103,2019-07-27 12:26:00,2019,July,Sat,12:00:00,Other,4,17000.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
104,2019-07-27 12:43:00,2019,July,Sat,13:00:00,Other,3,16400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,2019-07-27 13:50:00,2019,July,Sat,14:00:00,Other,3,14800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,2019-07-27 14:05:00,2019,July,Sat,14:00:00,Other,4,32600.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107,2019-07-28 11:17:00,2019,July,Sun,11:00:00,Other,2,17300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,2019-07-28 12:10:00,2019,July,Sun,12:00:00,Other,3,14800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,2019-07-28 12:21:00,2019,July,Sun,12:00:00,Other,3,14800.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
110,2019-07-28 12:47:00,2019,July,Sun,13:00:00,Other,3,14300.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111,2019-07-28 12:48:00,2019,July,Sun,13:00:00,Other,3,14800.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
112,2019-07-28 13:13:00,2019,July,Sun,13:00:00,Other,5,25600.0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
113,2019-07-28 13:14:00,2019,July,Sun,13:00:00,Other,4,19500.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
114,2019-07-29 11:08:00,2019,July,Mon,11:00:00,Other,4,24800.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
115,2019-07-29 11:12:00,2019,July,Mon,11:00:00,Other,4,24100.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
116,2019-07-28 11:14:00,2019,July,Mon,11:00:00,Other,3,15800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
117,2019-07-29 11:39:00,2019,July,Mon,12:00:00,Other,3,14800.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
118,2019-07-29 12:02:00,2019,July,Mon,12:00:00,Other,2,14800.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,2019-07-29 12:15:00,2019,July,Mon,12:00:00,Other,3,18300.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,2019-07-29 12:22:00,2019,July,Mon,12:00:00,Other,5,27900.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,2019-07-29 12:54:00,2019,July,Mon,13:00:00,Other,2,15800.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,2019-07-29 13:25:00,2019,July,Mon,13:00:00,Other,4,18100.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
123,2019-07-29 13:36:00,2019,July,Mon,14:00:00,Other,4,28000.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
124,2019-07-29 13:53:00,2019,July,Mon,14:00:00,Other,5,28000.0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0
125,2019-07-31 11:09:00,2019,July,Wed,11:00:00,Other,3,15600.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,2019-07-31 11:25:00,2019,July,Wed,11:00:00,Other,7,30100.0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0
127,2019-07-31 11:38:00,2019,July,Wed,12:00:00,Other,6,23300.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
128,2019-07-31 11:44:00,2019,July,Wed,12:00:00,Other,7,30200.0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
129,2019-07-31 12:48:00,2019,July,Wed,13:00:00,Other,3,15100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2019-07-31 13:18:00,2019,July,Wed,13:00:00,Other,5,27300.0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
131,2019-07-31 13:19:00,2019,July,Wed,13:00:00,Other,3,15300.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
132,2019-07-31 13:29:00,2019,July,Wed,13:00:00,Other,3,16100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
133,2019-07-31 13:54:00,2019,July,Wed,14:00:00,Other,3,15100.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
134,2019-07-31 13:58:00,2019,July,Wed,14:00:00,Other,3,15800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135,2019-08-01 11:03:00,2019,August,Thur,11:00:00,Other,3,14500.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
136,2019-08-01 11:17:00,2019,August,Thur,11:00:00,Other,3,14000.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,2019-08-01 11:25:00,2019,August,Thur,11:00:00,Other,3,16100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,2019-08-01 11:50:00,2019,August,Thur,12:00:00,Other,2,14800.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,2019-08-01 12:02:00,2019,August,Thur,12:00:00,Other,5,21100.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
140,2019-08-01 12:15:00,2019,August,Thur,12:00:00,Other,3,20600.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,2019-08-01 12:24:00,2019,August,Thur,12:00:00,Other,8,32600.0,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0
142,2019-08-01 12:38:00,2019,August,Thur,13:00:00,Other,3,14500.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
143,2019-08-01 13:37:00,2019,August,Thur,14:00:00,Other,3,15100.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,2019-08-01 13:39:00,2019,August,Thur,14:00:00,Other,4,15000.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
145,2019-08-01 14:17:00,2019,August,Thur,14:00:00,Other,3,14800.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
146,2019-08-01 14:56:00,2019,August,Thur,15:00:00,Other,6,23000.0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
147,2019-08-02 11:03:00,2019,August,Fri,11:00:00,Other,4,19900.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,2019-08-02 11:04:00,2019,August,Fri,11:00:00,Other,3,14100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,2019-08-02 11:06:00,2019,August,Fri,11:00:00,Other,5,18000.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
150,2019-08-02 11:19:00,2019,August,Fri,11:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2019-08-02 11:31:00,2019,August,Fri,12:00:00,Other,2,17300.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2019-08-02 11:57:00,2019,August,Fri,12:00:00,Other,6,30800.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2019-08-02 12:21:00,2019,August,Fri,12:00:00,Other,3,15800.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
154,2019-08-02 12:31:00,2019,August,Fri,13:00:00,Other,3,19900.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,2019-08-02 12:51:00,2019,August,Fri,13:00:00,Other,3,15800.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,2019-08-03 11:02:00,2019,August,Sat,11:00:00,Other,5,26000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2019-08-03 11:03:00,2019,August,Sat,11:00:00,Other,4,26100.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,2019-08-03 11:03:00,2019,August,Sat,11:00:00,Other,4,16000.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
159,2019-08-03 11:05:00,2019,August,Sat,11:00:00,Other,5,29100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
160,2019-08-03 11:06:00,2019,August,Sat,11:00:00,Other,3,16800.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2019-08-03 11:08:00,2019,August,Sat,11:00:00,Other,3,22800.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
162,2019-08-03 11:20:00,2019,August,Sat,11:00:00,Other,3,16600.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
163,2019-08-03 11:53:00,2019,August,Sat,12:00:00,Other,3,18800.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,2019-08-03 12:06:00,2019,August,Sat,12:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2019-08-03 12:44:00,2019,August,Sat,13:00:00,Other,3,19300.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,2019-08-03 13:06:00,2019,August,Sat,13:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2019-08-03 13:18:00,2019,August,Sat,13:00:00,Other,4,18300.0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
168,2019-08-03 13:20:00,2019,August,Sat,13:00:00,Other,3,16300.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
169,2019-08-03 13:42:00,2019,August,Sat,14:00:00,Other,3,15800.0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
170,2019-08-03 15:07:00,2019,August,Sat,15:00:00,Other,4,17900.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2019-08-03 15:53:00,2019,August,Sat,16:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2019-08-04 11:02:00,2019,August,Sun,11:00:00,Other,8,34800.0,1,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0
173,2019-08-04 11:04:00,2019,August,Sun,11:00:00,Other,5,31600.0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
174,2019-08-04 11:07:00,2019,August,Sun,11:00:00,Other,3,16400.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2019-08-04 11:07:00,2019,August,Sun,11:00:00,Other,4,19300.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
176,2019-08-04 11:41:00,2019,August,Sun,12:00:00,Other,5,24300.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
177,2019-08-04 11:52:00,2019,August,Sun,12:00:00,Other,3,22100.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,2019-08-04 12:27:00,2019,August,Sun,12:00:00,Other,2,14800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2019-08-04 12:30:00,2019,August,Sun,12:00:00,Other,4,19500.0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
180,2019-08-04 12:35:00,2019,August,Sun,13:00:00,Other,3,20600.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181,2019-08-04 12:39:00,2019,August,Sun,13:00:00,Other,4,17800.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
182,2019-08-05 11:11:00,2019,August,Mon,11:00:00,Other,2,16300.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,2019-08-05 11:16:00,2019,August,Mon,11:00:00,Other,3,23100.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184,2019-08-05 11:18:00,2019,August,Mon,11:00:00,Other,6,31400.0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
185,2019-08-05 11:32:00,2019,August,Mon,12:00:00,Other,3,17000.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
186,2019-08-05 11:59:00,2019,August,Mon,12:00:00,Other,5,22300.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
187,2019-08-05 12:14:00,2019,August,Mon,12:00:00,Other,6,26600.0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
188,2019-08-05 12:14:00,2019,August,Mon,12:00:00,Other,3,14800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,2019-08-05 12:42:00,2019,August,Mon,13:00:00,Other,4,19600.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
190,2019-08-05 12:49:00,2019,August,Mon,13:00:00,Other,6,49300.0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
191,2019-08-05 13:54:00,2019,August,Mon,14:00:00,Other,5,19800.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
